# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
     631.709        9.100      477.945     4971.145
     641.736       11.500      477.945     4971.145
     651.764       11.600      477.945     4971.145
     661.792       11.000      477.945     4971.145
     671.820       11.000      477.945     4971.145
     681.848       11.700      477.945     4971.145
     691.876       10.000      477.945     4971.145
     701.904       12.300      477.945     4971.145
     711.932       17.900      477.945     4971.145
     721.960       11.500      477.945     4971.145
     731.988        8.900      477.945     4971.145
     742.016       10.900      477.945     4971.145
     752.044       10.800      477.945     4971.145
     762.072        9.200      477.945     4971.145
     772.097       15.900      477.945     4971.145
     782.127       10.300      477.945     4971.145
     792.156       14.900      477.945     4971.145
     802.184       16.200      477.945     4971.145
     812.212       12.300      477.945     4971.145
     822.240       17.900      477.945     4971.145
     832.268       43.800      479.781     4973.164
     842.289      100.300     1859.664     6536.887
     852.309       20.600     2098.348     6595.078
     862.336        6.500     2126.965     6623.543
     872.364        6.900     2158.418     6655.043
     882.392        8.700     2192.969     6689.594
     892.420        8.300     2044.031     6540.504
     902.447       17.600     2044.031     6540.504
     912.476       10.100     2044.031     6540.504
     922.504       15.000     2044.031     6540.504
     932.532       13.300     2044.031     6540.504
     942.560       16.700     2045.691     6542.504
     952.581       33.000     2260.457     6757.125
     962.601      342.200     2817.574     8529.863
     972.624      662.900     2819.270     8529.863
     982.645      689.500     2819.270     8529.863
     992.668      713.900     2819.270     8529.863
    1002.693      729.600     2819.273     8529.863
    1012.717      746.500     2819.273     8529.863
    1022.742      730.000     2820.820     8529.863
    1032.765      702.900     2820.871     8529.863
    1042.787      689.200     2820.871     8529.863
    1052.819      725.600     2820.871     8529.863
    1062.841      733.900     2820.871     8529.863
    1072.862      736.200     2820.871     8529.863
    1082.888      742.600     2820.871     8529.863
    1092.915      727.100     2820.871     8529.863
    1102.941      401.700     2824.812     8605.820
    1112.965      703.500     2824.812     8605.820
    1122.988      732.300     2824.812     8605.820
    1133.013      738.800     2824.812     8605.820
    1143.035      744.900     2824.812     8605.820
    1153.059      749.800     2824.812     8605.820
    1163.083      742.600     2824.812     8605.820
    1173.105      740.100     2824.812     8605.820
    1183.125      750.900     2824.812     8605.820
    1193.149      752.000     2824.812     8605.820
    1203.171      748.000     2824.812     8605.820
    1213.189      751.700     2824.812     8605.820
    1223.209      752.800     2824.812     8605.820
    1233.236      746.400     2824.844     8605.820
    1243.258      419.900     4053.102    16257.215
    1253.277      724.900     2824.891     8605.820
    1263.301      731.400     2824.891     8605.820
    1273.325      738.500     2824.891     8605.820
    1283.351      733.300     2824.891     8605.820
    1293.377      731.300     2824.891     8605.820
    1303.403      723.700     2824.891     8605.820
    1313.428      682.400     2824.891     8605.820
    1323.454      694.300     2824.891     8605.820
    1333.477      719.100     2824.891     8605.820
    1343.500      747.200     2824.891     8605.820
    1353.521      742.000     2824.891     8605.820
    1363.541      733.900     2824.891     8605.820
    1373.561      721.800     2824.891     8605.820
    1383.588      318.800     3996.586    17866.180
    1393.616      882.600     2824.902     8605.820
    1403.641      781.900     2824.902     8605.820
    1413.665      772.900     2824.902     8605.820
    1423.689      772.900     2824.902     8605.820
    1433.715      756.400     2824.902     8605.820
    1443.737      726.300     2824.902     8605.820
    1453.759      729.100     2824.902     8605.820
    1463.784      697.800     2824.902     8605.820
    1473.809      709.200     2824.902     8605.820
    1483.834      710.800     2824.902     8605.820
    1493.857      727.500     2824.902     8605.820
    1503.884      723.400     2824.902     8605.820
    1513.905      708.000     2824.902     8605.820
    1523.929      470.100     3565.105    15335.594
    1533.950      631.100     2824.926     8605.820
    1543.973      731.400     2824.926     8605.820
    1553.997      748.400     2824.926     8605.820
    1564.021      753.500     2824.926     8605.820
    1574.054      730.500     2824.926     8605.820
    1584.081      736.500     2824.926     8605.820
    1594.104      747.400     2824.926     8605.820
    1604.127      757.600     2824.926     8605.820
    1614.151      774.300     2824.926     8605.820
    1624.173      792.600     2824.926     8605.820
    1634.195      769.900     2824.926     8605.820
    1644.219      758.900     2824.926     8605.820
    1654.241      758.900     2824.926     8605.820
    1664.265      501.300     3475.703    13316.820
    1674.285      630.700     2824.938     8605.820
    1684.309      751.100     2824.938     8605.820
    1694.336      737.700     2824.938     8605.820
    1704.364      704.600     2824.938     8605.820
    1714.388      696.100     2824.938     8605.820
    1724.411      689.000     2824.938     8605.820
    1734.435      694.900     2824.938     8605.820
    1744.457      695.300     2824.938     8605.820
    1754.481      726.400     2824.938     8605.820
    1764.504      733.500     2824.938     8605.820
    1774.529      746.200     2824.938     8605.820
    1784.549      758.500     2824.938     8605.820
    1794.569      748.900     2824.938     8605.820
    1804.592      649.700     3097.945    10886.012
    1814.617      451.100     2824.945     8605.820
    1824.641      740.700     2824.945     8605.820
    1834.661      733.400     2824.945     8605.820
    1844.684      720.100     2824.945     8605.820
    1854.709      750.000     2824.945     8605.820
    1864.733      724.500     2824.945     8605.820
    1874.756      716.100     2824.945     8605.820
    1884.769      701.300     2824.945     8605.820
    1894.789      717.300     2824.945     8605.820
    1904.822      754.100     2824.945     8605.820
    1914.845      769.100     2824.945     8605.820
    1924.865      779.900     2824.945     8605.820
    1934.889      784.500     2824.945     8605.820
    1944.924      791.500     2824.945     8605.820
    1954.949      355.500     4122.773    18513.570
    1964.971      713.900     2824.949     8605.820
    1974.996      735.600     2824.949     8605.820
    1985.020      724.600     2824.949     8605.820
    1995.045      734.500     2824.949     8605.820
    2005.065      756.700     2824.949     8605.820
    2015.085      690.800     2824.949     8605.820
    2025.112      721.000     2824.949     8605.820
    2035.136      732.800     2824.949     8605.820
    2045.161      721.500     2824.949     8605.820
    2055.181      754.000     2824.949     8605.820
    2065.205      718.700     2824.949     8605.820
    2075.231      705.000     2824.949     8605.820
    2085.253      680.800     2824.949     8605.820
    2095.276      531.000     3366.832    13141.773
    2105.301      574.800     2824.953     8605.820
    2115.321      754.600     2824.953     8605.820
    2125.345      769.600     2824.953     8605.820
    2135.368      775.500     2824.953     8605.820
    2145.394      755.500     2824.953     8605.820
    2155.420      766.400     2824.953     8605.820
    2165.444      768.300     2824.953     8605.820
    2175.472      773.900     2824.953     8605.820
    2185.500      788.800     2824.953     8605.820
    2195.525      783.000     2824.953     8605.820
    2205.548      786.300     2824.953     8605.820
    2215.571      787.600     2824.953     8605.820
    2225.597      783.200     2824.953     8605.820
    2235.622      725.100     2975.629    10689.734
    2245.643      414.400     2824.965     8605.820
    2255.665      764.100     2824.965     8605.820
    2265.690      771.900     2824.965     8605.820
    2275.717      760.500     2824.965     8605.820
    2285.737      777.800     2824.965     8605.820
    2295.763      760.100     2824.965     8605.820
    2305.791      774.900     2824.965     8605.820
    2315.815      773.800     2824.965     8605.820
    2325.837      774.700     2824.965     8605.820
    2335.865      748.000     2824.965     8605.820
    2345.892      743.100     2824.965     8605.820
    2355.917      712.300     2824.965     8605.820
    2365.945      713.200     2824.965     8605.820
    2375.971      710.500     2824.965     8605.820
    2385.997      346.000     4147.730    18537.957
    2396.025      786.700     2824.969     8605.820
    2406.052      774.400     2824.969     8605.820
    2416.074      769.500     2824.969     8605.820
    2426.098      718.800     2824.969     8605.820
    2436.121      719.600     2824.969     8605.820
    2446.141      684.500     2824.969     8605.820
    2456.161      661.100     2824.969     8605.820
    2466.189      677.000     2824.969     8605.820
    2476.216      708.100     2824.969     8605.820
    2486.242      735.100     2824.969     8605.820
    2496.273      729.100     2824.969     8605.820
    2506.305      742.100     2824.969     8605.820
    2516.336      735.900     2824.969     8605.820
    2526.364      467.400     3540.879    15329.684
    2536.393      621.700     2824.969     8605.820
    2546.418      719.700     2824.969     8605.820
    2556.443      692.600     2824.969     8605.820
    2566.468      701.100     2824.969     8605.820
    2576.493      700.400     2824.969     8605.820
    2586.520      680.200     2824.969     8605.820
    2596.546      668.400     2824.969     8605.820
    2606.572      675.700     2824.969     8605.820
    2616.598      683.900     2824.969     8605.820
    2626.620      690.100     2824.969     8605.820
    2636.645      682.200     2824.969     8605.820
    2646.667      697.700     2824.969     8605.820
    2656.695      678.200     2824.969     8605.820
    2666.721      577.200     3096.203    10880.961
    2676.741      515.100     2824.973     8605.820
    2686.761      706.800     2824.973     8605.820
    2696.787      684.200     2824.973     8605.820
    2706.810      671.300     2824.973     8605.820
    2716.837      660.100     2824.973     8605.820
    2726.863      657.300     2824.973     8605.820
    2736.885      677.600     2824.973     8605.820
    2746.912      668.800     2824.973     8605.820
    2756.933      660.700     2824.973     8605.820
    2766.955      650.500     2824.973     8605.820
    2776.981      661.700     2824.973     8605.820
    2787.007      651.100     2824.973     8605.820
    2797.031      657.800     2824.973     8605.820
    2807.058      663.800     2824.973     8605.820
    2817.081      388.300     2824.172     8605.070
    2827.103      672.600     2824.973     8605.820
    2837.130      678.700     2824.973     8605.820
    2847.157      667.400     2824.973     8605.820
    2857.183      654.700     2824.973     8605.820
    2867.206      657.700     2824.973     8605.820
    2877.230      658.300     2824.973     8605.820
    2887.257      654.600     2824.973     8605.820
    2897.283      661.200     2824.973     8605.820
    2907.310      685.600     2824.973     8605.820
    2917.334      684.400     2824.973     8605.820
    2927.361      676.200     2824.973     8605.820
    2937.386      674.700     2824.973     8605.820
    2947.410      671.200     2824.973     8605.820
    2957.435      335.900     3780.008    15652.953
    2967.458      663.600     2824.973     8605.820
    2977.484      641.900     2824.973     8605.820
    2987.511      642.900     2824.973     8605.820
    2997.533      646.800     2824.973     8605.820
    3007.562      645.300     2824.973     8605.820
    3017.586      670.600     2824.973     8605.820
    3027.610      677.700     2824.973     8605.820
    3037.637      648.900     2824.973     8605.820
    3047.663      643.900     2824.973     8605.820
    3057.687      652.900     2824.973     8605.820
    3067.715      644.800     2824.973     8605.820
    3077.741      672.600     2824.973     8605.820
    3087.766      686.700     2824.973     8605.820
    3097.793      523.000     3339.035    13047.227
    3107.815      608.400     2824.988     8605.820
    3117.837      696.900     2824.988     8605.820
    3127.865      690.800     2824.988     8605.820
    3137.890      702.500     2824.988     8605.820
    3147.917      662.100     2824.988     8605.820
    3157.941      684.500     2824.988     8605.820
    3167.967      678.400     2824.988     8605.820
    3177.993      705.700     2824.988     8605.820
    3188.023      747.200     2824.988     8605.820
    3198.049      703.100     2824.988     8605.820
    3208.074      712.800     2824.988     8605.820
    3218.098      693.500     2824.988     8605.820
    3228.125      678.100     2824.988     8605.820
    3238.150      695.600     2833.348     8663.633
    3248.169      404.300     2824.988     8605.820
    3258.193      681.700     2824.988     8605.820
    3268.217      682.500     2824.988     8605.820
    3278.241      787.000     2824.988     8605.820
    3288.265      697.500     2824.988     8605.820
    3298.289      736.400     2824.988     8605.820
    3308.309      720.600     2824.988     8605.820
    3318.336      752.700     2824.988     8605.820
    3328.366      673.800     2824.988     8605.820
    3338.389      667.700     2824.988     8605.820
    3348.413      655.700     2824.988     8605.820
    3358.436      628.400     2824.988     8605.820
    3368.459      715.400     2824.988     8605.820
    3378.489      721.000     2824.988     8605.820
    3388.509      314.100     4109.070    18501.258
    3398.541      853.600     2824.988     8605.820
    3408.570      657.900     2824.988     8605.820
    3418.598      644.100     2824.988     8605.820
    3428.627      643.100     2824.988     8605.820
    3438.650      659.300     2824.988     8605.820
    3448.679      641.400     2824.988     8605.820
    3458.705      671.300     2824.988     8605.820
    3468.727      670.700     2824.988     8605.820
    3478.755      723.200     2824.988     8605.820
    3488.786      709.600     2824.988     8605.820
    3498.817      691.400     2824.988     8605.820
    3508.848      715.800     2824.988     8605.820
    3518.875      728.300     2824.988     8605.820
    3528.905      475.200     3481.660    13326.355
    3538.934      688.400     2824.988     8605.820
    3548.960      776.000     2824.988     8605.820
    3558.988      798.700     2824.988     8605.820
    3569.016      762.200     2824.988     8605.820
    3579.043      744.900     2824.988     8605.820
    3589.068      741.300     2824.988     8605.820
    3599.095      672.500     2824.988     8605.820
    3609.119      706.100     2824.988     8605.820
    3619.146      689.300     2824.988     8605.820
    3629.172      699.500     2824.988     8605.820
    3639.200      717.100     2824.988     8605.820
    3649.228      723.500     2824.988     8605.820
    3659.254      702.400     2824.988     8605.820
    3669.279      657.900     2873.328     8663.633
    3679.301      407.900     2824.988     8605.820
    3689.329      728.600     2824.988     8605.820
    3699.357      710.500     2824.988     8605.820
    3709.385      689.000     2824.988     8605.820
    3719.418      726.600     2824.988     8605.820
    3729.448      749.800     2824.988     8605.820
    3739.477      747.100     2824.988     8605.820
    3749.505      724.000     2824.988     8605.820
    3759.531      677.700     2824.988     8605.820
    3769.557      686.300     2824.988     8605.820
    3779.581      682.700     2824.988     8605.820
    3789.608      655.100     2824.988     8605.820
    3799.632      662.900     2824.988     8605.820
    3809.658      664.400     2824.988     8605.820
    3819.684      381.500     4337.312    18724.766
    3829.707      637.400     2824.988     8605.820
    3839.732      681.900     2824.988     8605.820
    3849.756      683.100     2824.988     8605.820
    3859.784      702.900     2824.988     8605.820
    3869.815      711.900     2824.988     8605.820
    3879.847      698.800     2824.988     8605.820
    3889.880      699.400     2824.988     8605.820
    3899.912      718.800     2824.988     8605.820
    3909.935      734.800     2824.988     8605.820
    3919.961      722.400     2824.988     8605.820
    3929.989      724.700     2824.988     8605.820
    3940.017      717.500     2824.988     8605.820
    3950.044      719.800     2824.988     8605.820
    3960.068      305.200     3953.020    17782.914
    3970.090      779.000     2824.988     8605.820
    3980.115      704.000     2824.988     8605.820
    3990.143      731.400     2824.988     8605.820
    4000.175      729.100     2824.988     8605.820
    4010.208      733.300     2824.988     8605.820
    4020.238      743.500     2824.988     8605.820
    4030.269      737.900     2824.988     8605.820
    4040.297      749.700     2824.988     8605.820
    4050.325      747.400     2824.988     8605.820
    4060.349      741.600     2824.988     8605.820
    4070.380      742.200     2824.988     8605.820
    4080.408      740.100     2824.988     8605.820
    4090.435      742.100     2824.988     8605.820
    4100.461      529.200     3414.609    13316.824
    4110.489      609.900     2824.988     8605.820
    4120.516      754.600     2824.988     8605.820
    4130.544      755.300     2824.988     8605.820
    4140.573      759.900     2824.988     8605.820
    4150.602      784.200     2824.988     8605.820
    4160.629      772.600     2824.988     8605.820
    4170.657      774.400     2824.988     8605.820
    4180.685      735.500     2824.988     8605.820
    4190.711      707.100     2824.988     8605.820
    4200.739      681.800     2824.988     8605.820
    4210.766      685.900     2824.988     8605.820
    4220.794      693.900     2824.988     8605.820
    4230.821      686.200     2824.988     8605.820
    4240.849      713.800     2824.988     8605.820
    4250.875      398.200     2824.988     8605.820
    4260.901      691.400     2824.988     8605.820
    4270.925      731.400     2824.988     8605.820
    4280.947      666.400     2824.988     8605.820
    4290.976      668.100     2824.988     8605.820
    4301.002      694.000     2824.988     8605.820
    4311.030      698.800     2824.988     8605.820
    4321.054      749.300     2824.988     8605.820
    4331.077      760.300     2824.988     8605.820
    4341.105      763.700     2824.988     8605.820
    4351.133      768.300     2824.988     8605.820
    4361.163      760.800     2824.988     8605.820
    4371.191      773.400     2824.988     8605.820
    4381.219      782.800     2824.988     8605.820
    4391.249      393.200     3110.465     8893.258
    4401.279      724.700     2824.988     8605.820
    4411.306      714.200     2824.988     8605.820
    4421.333      696.100     2824.988     8605.820
    4431.361      676.000     2824.988     8605.820
    4441.388      653.600     2824.988     8605.820
    4451.414      657.500     2824.988     8605.820
    4461.443      655.700     2824.988     8605.820
    4471.469      644.300     2824.988     8605.820
    4481.501      650.200     2824.988     8605.820
    4491.528      659.000     2824.988     8605.820
    4501.556      645.000     2824.988     8605.820
    4511.582      661.800     2824.988     8605.820
    4521.608      660.100     2824.988     8605.820
    4531.635      454.700     3477.441    13316.820
    4541.658      619.200     2824.988     8605.820
    4551.684      684.000     2824.988     8605.820
    4561.705      760.900     2824.988     8605.820
    4571.729      728.100     2824.988     8605.820
    4581.753      669.900     2824.988     8605.820
    4591.781      704.900     2824.988     8605.820
    4601.809      705.500     2824.988     8605.820
    4611.834      713.000     2824.988     8605.820
    4621.867      715.400     2824.988     8605.820
    4631.891      681.700     2824.988     8605.820
    4641.916      661.800     2824.988     8605.820
    4651.940      723.800     2824.988     8605.820
    4661.973      708.500     2824.988     8605.820
    4672.001      662.400     2916.949     9126.066
    4682.029      410.700     2824.988     8605.820
    4692.057      711.600     2824.988     8605.820
    4702.086      706.300     2824.988     8605.820
    4712.114      711.500     2824.988     8605.820
    4722.141      724.900     2824.988     8605.820
    4732.165      722.800     2824.988     8605.820
    4742.194      737.800     2824.988     8605.820
    4752.221      731.100     2824.988     8605.820
    4762.249      728.100     2824.988     8605.820
    4772.278      720.700     2824.988     8605.820
    4782.306      728.000     2824.988     8605.820
    4792.333      727.900     2824.988     8605.820
    4802.361      725.300     2824.988     8605.820
    4812.391      721.800     2824.988     8605.820
    4822.419      366.000     4211.777    18602.629
    4832.452      726.300     2824.988     8605.820
    4842.480      722.500     2824.988     8605.820
    4852.510      703.600     2824.988     8605.820
    4862.538      718.500     2824.988     8605.820
    4872.565      720.900     2824.988     8605.820
    4882.592      724.700     2824.988     8605.820
    4892.617      720.400     2824.988     8605.820
    4902.649      731.800     2824.988     8605.820
    4912.677      728.600     2824.988     8605.820
    4922.706      717.800     2824.988     8605.820
    4932.733      702.200     2824.988     8605.820
    4942.760      687.300     2824.988     8605.820
    4952.789      695.400     2824.988     8605.820
    4962.821      339.100     3787.195    15668.000
    4972.849      694.600     2824.988     8605.820
    4982.872      727.500     2824.988     8605.820
    4992.895      727.300     2824.988     8605.820
    5002.927      733.500     2824.988     8605.820
    5012.959      731.500     2824.988     8605.820
    5022.985      687.600     2824.988     8605.820
    5033.016      695.600     2824.988     8605.820
    5043.048      711.300     2824.988     8605.820
    5053.071      727.100     2824.988     8605.820
    5063.102      735.800     2824.988     8605.820
    5073.132      731.600     2824.988     8605.820
    5083.156      733.700     2824.988     8605.820
    5093.187      734.800     2824.988     8605.820
    5103.211      418.600     3700.348    15540.480
    5113.234      668.100     2824.988     8605.820
    5123.261      657.500     2824.988     8605.820
    5133.286      684.400     2824.988     8605.820
    5143.309      680.600     2824.988     8605.820
    5153.336      739.800     2824.988     8605.820
    5163.365      728.000     2824.988     8605.820
    5173.394      736.700     2824.988     8605.820
    5183.423      758.700     2824.988     8605.820
    5193.453      723.700     2824.988     8605.820
    5203.476      734.200     2824.988     8605.820
    5213.505      750.400     2824.988     8605.820
    5223.532      747.500     2824.988     8605.820
    5233.560      751.000     2824.988     8605.820
    5243.585      665.600     3083.043    10868.562
    5253.605      437.700     2824.988     8605.820
    5263.632      668.800     2824.988     8605.820
    5273.660      711.000     2824.988     8605.820
    5283.688      655.800     2824.988     8605.820
    5293.714      658.400     2824.988     8605.820
    5303.743      656.200     2824.988     8605.820
    5313.771      661.700     2824.988     8605.820
    5323.794      682.500     2824.988     8605.820
    5333.826      680.100     2824.988     8605.820
    5343.850      701.600     2824.988     8605.820
    5353.881      703.100     2824.988     8605.820
    5363.912      708.100     2824.988     8605.820
    5373.937      705.500     2824.988     8605.820
    5383.961      707.000     2824.988     8605.820
    5393.989      348.900     4215.703    18607.125
    5404.013      699.800     2824.988     8605.820
    5414.037      697.100     2824.988     8605.820
    5424.057      746.100     2824.988     8605.820
    5434.083      690.000     2824.988     8605.820
    5444.106      695.600     2824.988     8605.820
    5454.133      703.300     2824.988     8605.820
    5464.163      717.300     2824.988     8605.820
    5474.192      689.400     2824.988     8605.820
    5484.216      655.400     2824.988     8605.820
    5494.237      646.800     2824.988     8605.820
    5504.262      645.700     2824.988     8605.820
    5514.291      684.200     2824.988     8605.820
    5524.318      694.400     2824.988     8605.820
    5534.341      582.500     3161.508    10990.230
    5544.363      478.200     2824.988     8605.820
    5554.395      687.000     2824.988     8605.820
    5564.419      690.100     2824.988     8605.820
    5574.451      681.700     2824.988     8605.820
    5584.479      687.500     2824.988     8605.820
    5594.508      689.500     2824.988     8605.820
    5604.532      681.600     2824.988     8605.820
    5614.560      685.900     2824.988     8605.820
    5624.586      705.500     2824.988     8605.820
    5634.618      706.800     2824.988     8605.820
    5644.649      737.400     2824.988     8605.820
    5654.681      732.400     2824.988     8605.820
    5664.714      724.200     2824.988     8605.820
    5674.739      697.700     2824.988     8605.820
    5684.768      393.000     3425.078    11348.191
    5694.789      690.700     2824.992     8605.820
    5704.816      659.000     2824.992     8605.820
    5714.844      681.800     2824.992     8605.820
    5724.870      665.700     2824.992     8605.820
    5734.901      703.500     2824.992     8605.820
    5744.931      746.000     2824.992     8605.820
    5754.958      744.900     2824.992     8605.820
    5764.982      739.800     2824.992     8605.820
    5775.011      746.600     2824.992     8605.820
    5785.044      753.400     2824.992     8605.820
    5795.077      745.400     2824.992     8605.820
    5805.109      737.200     2824.992     8605.820
    5815.141      750.800     2824.992     8605.820
    5825.170      326.400     4120.223    18507.617
    5835.200      755.100     2824.992     8605.820
    5845.233      695.000     2824.992     8605.820
    5855.260      659.900     2824.992     8605.820
    5865.285      665.600     2824.992     8605.820
    5875.310      660.700     2824.992     8605.820
    5885.339      671.200     2824.992     8605.820
    5895.364      653.900     2824.992     8605.820
    5905.394      705.100     2824.992     8605.820
    5915.422      759.100     2824.992     8605.820
    5925.454      720.200     2824.992     8605.820
    5935.481      689.200     2824.992     8605.820
    5945.512      710.700     2824.992     8605.820
    5955.542      705.500     2824.992     8605.820
    5965.571      513.900     3415.012    13316.824
    5975.600      586.100     2824.996     8605.820
    5985.630      702.100     2824.996     8605.820
    5995.658      752.700     2824.996     8605.820
    6005.685      788.500     2824.996     8605.820
    6015.710      773.200     2824.996     8605.820
    6025.737      732.000     2824.996     8605.820
    6035.760      734.700     2824.996     8605.820
    6045.789      720.200     2824.996     8605.820
    6055.818      731.500     2824.996     8605.820
    6065.847      721.100     2824.996     8605.820
    6075.875      736.600     2824.996     8605.820
    6085.906      729.500     2824.996     8605.820
    6095.933      740.700     2824.996     8605.820
    6105.959      683.500     2973.762    10688.195
    6115.990      425.100     2824.996     8605.820
    6126.019      718.900     2824.996     8605.820
    6136.049      709.100     2824.996     8605.820
    6146.078      721.000     2824.996     8605.820
    6156.110      724.700     2824.996     8605.820
    6166.135      707.400     2824.996     8605.820
    6176.161      728.500     2824.996     8605.820
    6186.191      728.800     2824.996     8605.820
    6196.223      705.000     2824.996     8605.820
    6206.254      739.000     2824.996     8605.820
    6216.277      737.200     2824.996     8605.820
    6226.308      730.600     2824.996     8605.820
    6236.337      735.000     2824.996     8605.820
    6246.366      737.600     2824.996     8605.820
    6256.394      386.900     2824.996     8605.820
    6266.420      733.600     2824.996     8605.820
    6276.441      731.300     2824.996     8605.820
    6286.467      726.000     2824.996     8605.820
    6296.497      737.800     2824.996     8605.820
    6306.525      736.500     2824.996     8605.820
    6316.554      727.400     2824.996     8605.820
    6326.582      742.800     2824.996     8605.820
    6336.611      749.000     2824.996     8605.820
    6346.639      738.100     2824.996     8605.820
    6356.669      742.500     2824.996     8605.820
    6366.697      738.200     2824.996     8605.820
    6376.729      738.400     2824.996     8605.820
    6386.758      739.700     2824.996     8605.820
    6396.787      319.000     3987.211    17854.305
    6406.809      740.600     2824.996     8605.820
    6416.834      686.600     2824.996     8605.820
    6426.861      657.900     2824.996     8605.820
    6436.890      703.900     2824.996     8605.820
    6446.916      694.100     2824.996     8605.820
    6456.945      691.800     2824.996     8605.820
    6466.972      738.600     2824.996     8605.820
    6477.005      746.800     2824.996     8605.820
    6487.032      736.200     2824.996     8605.820
    6497.058      744.600     2824.996     8605.820
    6507.087      747.400     2824.996     8605.820
    6517.117      754.200     2824.996     8605.820
    6527.146      754.800     2824.996     8605.820
    6537.174      532.400     3389.797    13203.066
    6547.198      589.500     2824.996     8605.820
    6557.227      786.000     2824.996     8605.820
    6567.258      791.000     2824.996     8605.820
    6577.285      735.600     2824.996     8605.820
    6587.318      702.400     2824.996     8605.820
    6597.350      687.500     2824.996     8605.820
    6607.382      704.300     2824.996     8605.820
    6617.414      715.600     2824.996     8605.820
    6627.445      723.500     2824.996     8605.820
    6637.475      700.400     2824.996     8605.820
    6647.505      704.000     2824.996     8605.820
    6657.530      698.400     2824.996     8605.820
    6667.555      705.200     2824.996     8605.820
    6677.586      622.200     3088.293    10873.125
