# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
    1693.323     1378.900     5465.238    14106.129
    1703.343      715.800     7963.777    33803.152
    1713.363     1372.300     5465.273    14106.129
    1723.383     1373.400     5465.273    14106.129
    1733.404     1363.100     5465.273    14106.129
    1743.431     1362.800     5465.273    14106.129
    1753.447     1367.800     5465.273    14106.129
    1763.471     1372.500     5465.273    14106.129
    1773.487     1370.300     5465.273    14106.129
    1783.507     1368.000     5465.273    14106.129
    1793.527     1371.300     5465.273    14106.129
    1803.543     1370.800     5465.273    14106.129
    1813.567     1364.400     5465.273    14106.129
    1823.591     1373.300     5465.273    14106.129
    1833.611     1370.400     5465.273    14106.129
    1843.630     1368.600     5465.273    14106.129
    1853.651     1366.900     5465.273    14106.129
    1863.667      877.700     7239.234    28157.148
    1873.691     1235.800     5465.281    14106.129
    1883.711     1364.900     5465.281    14106.129
    1893.735     1364.200     5465.281    14106.129
    1903.751     1374.300     5465.281    14106.129
    1913.771     1375.600     5465.281    14106.129
    1923.791     1362.200     5465.281    14106.129
    1933.807     1365.600     5465.281    14106.129
    1943.827     1373.700     5465.281    14106.129
    1953.851     1360.900     5465.281    14106.129
    1963.871     1366.200     5465.281    14106.129
    1973.891     1377.100     5465.281    14106.129
    1983.915     1371.400     5465.281    14106.129
    1993.939     1359.500     5465.281    14106.129
    2003.959     1373.300     5465.281    14106.129
    2013.979     1376.100     5465.281    14106.129
    2023.999     1045.300     6757.777    23465.879
    2034.019     1057.500     5465.242    14106.129
    2044.039     1367.800     5465.242    14106.129
    2054.063     1363.000     5465.242    14106.129
    2064.083     1366.900     5465.242    14106.129
    2074.103     1369.600     5465.242    14106.129
    2084.123     1372.700     5465.242    14106.129
    2094.139     1362.400     5465.242    14106.129
    2104.159     1369.400     5465.242    14106.129
    2114.175     1371.400     5465.242    14106.129
    2124.197     1375.800     5465.242    14106.129
    2134.219     1366.100     5465.242    14106.129
    2144.243     1363.500     5465.242    14106.129
    2154.263     1370.800     5465.242    14106.129
    2164.283     1362.600     5465.242    14106.129
    2174.303     1368.400     5465.242    14106.129
    2184.323     1245.700     5990.523    18632.512
    2194.343      849.900     5465.254    14106.129
    2204.367     1370.400     5465.254    14106.129
    2214.387     1372.300     5465.254    14106.129
    2224.411     1366.100     5465.254    14106.129
    2234.431     1371.100     5465.254    14106.129
    2244.455     1360.100     5465.254    14106.129
    2254.471     1372.700     5465.254    14106.129
    2264.487     1371.800     5465.254    14106.129
    2274.503     1363.600     5465.254    14106.129
    2284.527     1359.600     5465.254    14106.129
    2294.550     1366.300     5465.254    14106.129
    2304.575     1359.400     5465.254    14106.129
    2314.595     1369.700     5465.254    14106.129
    2324.611     1366.900     5465.254    14106.129
    2334.631     1366.400     5465.254    14106.129
    2344.647     1370.600     5465.254    14106.129
    2354.667      730.000     5465.266    14106.129
    2364.687     1360.900     5465.266    14106.129
    2374.707     1367.300     5465.266    14106.129
    2384.729     1368.600     5465.266    14106.129
    2394.751     1371.000     5465.266    14106.129
    2404.771     1367.900     5465.266    14106.129
    2414.791     1368.500     5465.266    14106.129
    2424.811     1370.300     5465.266    14106.129
    2434.833     1364.100     5465.266    14106.129
    2444.855     1365.500     5465.266    14106.129
    2454.875     1370.800     5465.266    14106.129
    2464.895     1369.000     5465.266    14106.129
    2474.915     1371.100     5465.266    14106.129
    2484.939     1370.900     5465.266    14106.129
    2494.955     1365.100     5465.266    14106.129
    2504.975     1373.400     5465.266    14106.129
    2514.995      763.600     8406.578    34244.105
    2525.015     1334.700     5465.293    14106.129
    2535.035     1366.100     5465.293    14106.129
    2545.059     1372.300     5465.293    14106.129
    2555.079     1366.000     5465.293    14106.129
    2565.099     1374.100     5465.293    14106.129
    2575.119     1371.200     5465.293    14106.129
    2585.135     1371.600     5465.293    14106.129
    2595.155     1372.200     5465.293    14106.129
    2605.179     1369.300     5465.293    14106.129
    2615.202     1370.700     5465.293    14106.129
    2625.227     1371.000     5465.293    14106.129
    2635.251     1359.100     5465.293    14106.129
    2645.271     1374.000     5465.293    14106.129
    2655.287     1370.600     5465.293    14106.129
    2665.307     1358.000     5465.293    14106.129
    2675.323      736.500     8110.332    33950.367
    2685.347     1361.100     5465.309    14106.129
    2695.367     1358.700     5465.309    14106.129
    2705.387     1364.700     5465.309    14106.129
    2715.411     1369.100     5465.309    14106.129
    2725.435     1370.100     5465.309    14106.129
    2735.451     1371.100     5465.309    14106.129
    2745.471     1364.600     5465.309    14106.129
    2755.491     1364.400     5465.309    14106.129
    2765.511     1376.500     5465.309    14106.129
    2775.527     1355.100     5465.309    14106.129
    2785.547     1372.700     5465.309    14106.129
    2795.571     1358.200     5465.309    14106.129
    2805.595     1369.400     5465.309    14106.129
    2815.615     1364.600     5465.309    14106.129
    2825.635     1372.400     5465.309    14106.129
    2835.657      744.900     7798.930    32582.551
    2845.683     1353.500     5465.289    14106.129
    2855.703     1363.900     5465.289    14106.129
    2865.723     1362.400     5465.289    14106.129
    2875.743     1368.900     5465.289    14106.129
    2885.763     1366.200     5465.289    14106.129
    2895.783     1375.900     5465.289    14106.129
    2905.807     1363.800     5465.289    14106.129
    2915.827     1379.200     5465.289    14106.129
    2925.851     1368.800     5465.289    14106.129
    2935.871     1367.200     5465.289    14106.129
    2945.891     1371.300     5465.289    14106.129
    2955.911     1368.900     5465.289    14106.129
    2965.931     1375.700     5465.289    14106.129
    2975.953     1372.800     5465.289    14106.129
    2985.979     1369.800     5465.289    14106.129
    2996.000      924.200     7150.227    27813.641
    3006.023     1165.800     5465.277    14106.129
    3016.043     1363.000     5465.277    14106.129
    3026.063     1372.300     5465.277    14106.129
    3036.087     1367.400     5465.277    14106.129
    3046.111     1366.000     5465.277    14106.129
    3056.135     1369.600     5465.277    14106.129
    3066.159     1377.900     5465.277    14106.129
    3076.179     1369.400     5465.277    14106.129
    3086.199     1374.700     5465.277    14106.129
    3096.219     1374.300     5465.277    14106.129
    3106.239     1371.600     5465.277    14106.129
    3116.263     1359.500     5465.277    14106.129
    3126.287     1357.000     5465.277    14106.129
    3136.307     1363.500     5465.277    14106.129
    3146.327     1366.800     5465.277    14106.129
    3156.348     1100.200     6546.359    23160.938
    3166.371     1015.700     5465.281    14106.129
    3176.391     1363.400     5465.281    14106.129
    3186.414     1372.400     5465.281    14106.129
    3196.435     1371.000     5465.281    14106.129
    3206.455     1362.000     5465.281    14106.129
    3216.475     1368.400     5465.281    14106.129
    3226.499     1362.900     5465.281    14106.129
    3236.519     1370.200     5465.281    14106.129
    3246.543     1362.300     5465.281    14106.129
    3256.567     1363.800     5465.281    14106.129
    3266.587     1365.600     5465.281    14106.129
    3276.611     1362.200     5465.281    14106.129
    3286.636     1372.300     5465.281    14106.129
    3296.659     1375.400     5465.281    14106.129
    3306.683     1372.900     5465.281    14106.129
    3316.705     1293.500     5775.051    18277.309
    3326.727      791.200     5465.297    14106.129
    3336.747     1378.200     5465.297    14106.129
    3346.771     1361.800     5465.297    14106.129
    3356.795     1371.300     5465.297    14106.129
    3366.819     1368.600     5465.297    14106.129
    3376.843     1360.800     5465.297    14106.129
    3386.863     1370.000     5465.297    14106.129
    3396.887     1365.500     5465.297    14106.129
    3406.907     1362.700     5465.297    14106.129
    3416.927     1363.500     5465.297    14106.129
    3426.947     1359.100     5465.297    14106.129
    3436.967     1365.500     5465.297    14106.129
    3446.987     1366.800     5465.297    14106.129
    3457.007     1364.800     5465.297    14106.129
    3467.027     1372.000     5465.297    14106.129
    3477.046     1366.400     5465.297    14106.129
    3487.071      721.500     5465.301    14106.129
    3497.091     1369.400     5465.301    14106.129
    3507.111     1366.500     5465.301    14106.129
    3517.135     1370.400     5465.301    14106.129
    3527.159     1367.300     5465.301    14106.129
    3537.183     1365.600     5465.301    14106.129
    3547.199     1370.500     5465.301    14106.129
    3557.223     1368.600     5465.301    14106.129
    3567.247     1368.700     5465.301    14106.129
    3577.263     1373.900     5465.301    14106.129
    3587.283     1364.200     5465.301    14106.129
    3597.303     1365.000     5465.301    14106.129
    3607.323     1368.600     5465.301    14106.129
    3617.343     1368.300     5465.301    14106.129
    3627.359     1354.200     5465.301    14106.129
    3637.379     1373.000     5465.301    14106.129
    3647.403      747.900     8194.121    34030.340
    3657.431     1369.100     5465.309    14106.129
    3667.454     1373.800     5465.309    14106.129
    3677.479     1369.200     5465.309    14106.129
    3687.499     1368.500     5465.309    14106.129
    3697.519     1364.000     5465.309    14106.129
    3707.539     1363.900     5465.309    14106.129
    3717.563     1367.300     5465.309    14106.129
    3727.583     1377.000     5465.309    14106.129
    3737.607     1365.200     5465.309    14106.129
    3747.631     1374.600     5465.309    14106.129
    3757.655     1366.600     5465.309    14106.129
    3767.675     1367.400     5465.309    14106.129
    3777.695     1366.300     5465.309    14106.129
    3787.715     1366.500     5465.309    14106.129
    3797.739     1366.400     5465.309    14106.129
    3807.759      717.500     7953.297    33794.844
    3817.783     1373.200     5465.320    14106.129
    3827.807     1369.000     5465.320    14106.129
    3837.827     1368.500     5465.320    14106.129
    3847.847     1367.900     5465.320    14106.129
    3857.867     1370.600     5465.320    14106.129
    3867.887     1365.900     5465.320    14106.129
    3877.903     1374.300     5465.320    14106.129
    3887.931     1371.100     5465.320    14106.129
    3897.951     1372.800     5465.320    14106.129
    3907.975     1368.500     5465.320    14106.129
    3917.995     1369.300     5465.320    14106.129
    3928.015     1364.100     5465.320    14106.129
    3938.035     1368.900     5465.320    14106.129
    3948.059     1364.900     5465.320    14106.129
    3958.079     1357.900     5465.320    14106.129
    3968.102      830.100     7365.672    28157.148
    3978.123     1265.800     5465.344    14106.129
    3988.147     1370.900     5465.344    14106.129
    3998.171     1372.200     5465.344    14106.129
    4008.191     1372.600     5465.344    14106.129
    4018.215     1371.200     5465.344    14106.129
    4028.239     1360.600     5465.344    14106.129
    4038.259     1365.400     5465.344    14106.129
    4048.283     1375.600     5465.344    14106.129
    4058.303     1361.600     5465.344    14106.129
    4068.323     1364.700     5465.344    14106.129
    4078.343     1365.700     5465.344    14106.129
    4088.367     1368.900     5465.344    14106.129
    4098.391     1373.700     5465.344    14106.129
    4108.415     1373.500     5465.344    14106.129
    4118.435     1363.900     5465.344    14106.129
    4128.459     1032.000     6637.070    23512.008
    4138.479     1057.300     5465.344    14106.129
    4148.499     1373.300     5465.344    14106.129
    4158.523     1367.400     5465.344    14106.129
    4168.543     1372.200     5465.344    14106.129
    4178.567     1369.700     5465.344    14106.129
    4188.591     1369.800     5465.344    14106.129
    4198.614     1382.100     5465.344    14106.129
    4208.635     1373.900     5465.344    14106.129
    4218.659     1366.200     5465.344    14106.129
    4228.683     1372.200     5465.344    14106.129
    4238.707     1369.400     5465.344    14106.129
    4248.723     1367.500     5465.344    14106.129
    4258.747     1369.300     5465.344    14106.129
    4268.771     1363.900     5465.344    14106.129
    4278.795     1373.600     5465.344    14106.129
    4288.822     1235.200     6004.352    18645.520
    4298.843      861.700     5465.328    14106.129
    4308.863     1358.700     5465.328    14106.129
    4318.883     1359.900     5465.328    14106.129
    4328.899     1372.200     5465.328    14106.129
    4338.925     1364.400     5465.328    14106.129
    4348.950     1365.800     5465.328    14106.129
    4358.975     1374.600     5465.328    14106.129
    4368.999     1373.900     5465.328    14106.129
    4379.027     1366.500     5465.328    14106.129
    4389.047     1361.300     5465.328    14106.129
    4399.071     1368.800     5465.328    14106.129
    4409.095     1371.300     5465.328    14106.129
    4419.119     1364.000     5465.328    14106.129
    4429.143     1363.800     5465.328    14106.129
    4439.163     1368.400     5465.328    14106.129
    4449.187     1363.800     5465.328    14106.129
    4459.211      715.300     5465.320    14106.129
    4469.235     1371.100     5465.320    14106.129
    4479.255     1359.500     5465.320    14106.129
    4489.281     1365.700     5465.320    14106.129
    4499.307     1364.600     5465.320    14106.129
    4509.331     1366.100     5465.320    14106.129
    4519.351     1361.400     5465.320    14106.129
    4529.371     1372.500     5465.320    14106.129
    4539.395     1368.300     5465.320    14106.129
    4549.415     1362.300     5465.320    14106.129
    4559.435     1365.100     5465.320    14106.129
    4569.455     1373.200     5465.320    14106.129
    4579.479     1369.400     5465.320    14106.129
    4589.503     1367.700     5465.320    14106.129
    4599.523     1367.700     5465.320    14106.129
    4609.547     1369.600     5465.320    14106.129
    4619.571      751.900     8327.711    34165.172
    4629.595     1336.200     5465.352    14106.129
    4639.619     1370.300     5465.352    14106.129
    4649.643     1369.100     5465.352    14106.129
    4659.667     1359.600     5465.352    14106.129
    4669.691     1375.400     5465.352    14106.129
    4679.711     1366.900     5465.352    14106.129
    4689.735     1370.500     5465.352    14106.129
    4699.759     1364.700     5465.352    14106.129
    4709.779     1364.100     5465.352    14106.129
    4719.803     1360.600     5465.352    14106.129
    4729.827     1364.000     5465.352    14106.129
    4739.847     1366.100     5465.352    14106.129
    4749.867     1362.800     5465.352    14106.129
    4759.887     1367.800     5465.352    14106.129
    4769.911     1368.500     5465.352    14106.129
    4779.935      727.500     8023.410    33863.164
    4789.959     1375.800     5465.379    14106.129
    4799.983     1368.400     5465.379    14106.129
    4810.003     1364.700     5465.379    14106.129
    4820.027     1356.100     5465.379    14106.129
    4830.047     1365.200     5465.379    14106.129
    4840.071     1357.800     5465.379    14106.129
    4850.095     1362.300     5465.379    14106.129
    4860.115     1379.700     5465.379    14106.129
    4870.139     1361.200     5465.379    14106.129
    4880.163     1369.200     5465.379    14106.129
    4890.187     1374.600     5465.379    14106.129
    4900.211     1369.100     5465.379    14106.129
    4910.235     1362.400     5465.379    14106.129
    4920.255     1361.700     5465.379    14106.129
    4930.279     1374.100     5465.379    14106.129
    4940.305      844.200     7327.453    28157.137
    4950.331     1249.900     5465.324    14106.129
    4960.355     1365.000     5465.324    14106.129
    4970.379     1372.100     5465.324    14106.129
    4980.403     1370.500     5465.324    14106.129
    4990.423     1352.800     5465.324    14106.129
    5000.443     1368.100     5465.324    14106.129
    5010.463     1365.000     5465.324    14106.129
    5020.483     1373.400     5465.324    14106.129
    5030.507     1370.100     5465.324    14106.129
    5040.531     1362.100     5465.324    14106.129
    5050.555     1363.300     5465.324    14106.129
    5060.579     1368.200     5465.324    14106.129
    5070.601     1367.900     5465.324    14106.129
    5080.627     1366.200     5465.324    14106.129
    5090.647     1361.600     5465.324    14106.129
    5100.675     1080.600     6554.559    23170.941
    5110.699     1013.600     5465.336    14106.129
    5120.719     1368.900     5465.336    14106.129
    5130.739     1366.900     5465.336    14106.129
    5140.763     1367.700     5465.336    14106.129
    5150.787     1366.900     5465.336    14106.129
    5160.811     1367.200     5465.336    14106.129
    5170.835     1369.400     5465.336    14106.129
    5180.859     1364.000     5465.336    14106.129
    5190.883     1364.300     5465.336    14106.129
    5200.907     1364.000     5465.336    14106.129
    5210.931     1364.400     5465.336    14106.129
    5220.959     1363.600     5465.336    14106.129
    5230.979     1368.600     5465.336    14106.129
    5241.002     1357.700     5465.336    14106.129
    5251.027     1363.900     5465.336    14106.129
    5261.051     1294.400     5694.305    18247.473
    5271.071      793.800     5465.316    14106.129
    5281.091     1371.200     5465.316    14106.129
    5291.114     1371.600     5465.316    14106.129
    5301.139     1370.400     5465.316    14106.129
    5311.159     1380.800     5465.316    14106.129
    5321.183     1370.400     5465.316    14106.129
    5331.207     1377.400     5465.316    14106.129
    5341.227     1385.000     5465.316    14106.129
    5351.250     1372.500     5465.316    14106.129
    5361.275     1368.400     5465.316    14106.129
    5371.301     1360.500     5465.316    14106.129
    5381.327     1365.000     5465.316    14106.129
    5391.351     1362.300     5465.316    14106.129
    5401.371     1362.000     5465.316    14106.129
    5411.391     1372.200     5465.316    14106.129
    5421.412     1364.300     5465.316    14106.129
    5431.435      737.800     5465.328    14106.129
    5441.455     1368.100     5465.328    14106.129
    5451.479     1372.900     5465.328    14106.129
    5461.499     1370.900     5465.328    14106.129
    5471.523     1365.900     5465.328    14106.129
    5481.543     1370.900     5465.328    14106.129
    5491.571     1368.200     5465.328    14106.129
    5501.593     1375.800     5465.328    14106.129
    5511.611     1369.000     5465.328    14106.129
    5521.635     1362.600     5465.328    14106.129
    5531.659     1371.700     5465.328    14106.129
    5541.683     1370.300     5465.328    14106.129
    5551.707     1368.700     5465.328    14106.129
    5561.730     1370.400     5465.328    14106.129
    5571.755     1365.100     5465.328    14106.129
    5581.779     1363.500     5465.328    14106.129
    5591.807      765.700     8386.090    34222.117
    5601.835     1346.900     5465.363    14106.129
    5611.855     1367.500     5465.363    14106.129
    5621.879     1374.300     5465.363    14106.129
    5631.903     1365.400     5465.363    14106.129
    5641.931     1373.100     5465.363    14106.129
    5651.959     1371.500     5465.363    14106.129
    5661.983     1373.900     5465.363    14106.129
    5672.007     1368.800     5465.363    14106.129
    5682.035     1362.500     5465.363    14106.129
    5692.055     1370.900     5465.363    14106.129
    5702.075     1358.700     5465.363    14106.129
    5712.099     1365.100     5465.363    14106.129
    5722.119     1371.900     5465.363    14106.129
    5732.143     1367.500     5465.363    14106.129
    5742.163     1376.100     5465.363    14106.129
    5752.185      724.500     8072.254    33915.109
    5762.211     1375.000     5465.391    14106.129
    5772.235     1370.200     5465.391    14106.129
    5782.259     1363.100     5465.391    14106.129
    5792.283     1361.000     5465.391    14106.129
    5802.303     1369.700     5465.391    14106.129
    5812.323     1370.300     5465.391    14106.129
    5822.351     1369.000     5465.391    14106.129
    5832.375     1369.400     5465.391    14106.129
    5842.403     1377.500     5465.391    14106.129
    5852.431     1364.800     5465.391    14106.129
    5862.458     1363.300     5465.391    14106.129
    5872.483     1369.100     5465.391    14106.129
    5882.503     1370.900     5465.391    14106.129
    5892.523     1363.000     5465.391    14106.129
    5902.547     1360.100     5465.391    14106.129
    5912.571      806.500     7478.012    32182.605
    5922.595     1293.700     5465.383    14106.129
    5932.619     1366.200     5465.383    14106.129
    5942.647     1363.400     5465.383    14106.129
    5952.667     1363.400     5465.383    14106.129
    5962.691     1368.100     5465.383    14106.129
    5972.711     1361.800     5465.383    14106.129
    5982.735     1357.600     5465.383    14106.129
    5992.755     1368.300     5465.383    14106.129
    6002.783     1362.100     5465.383    14106.129
    6012.807     1366.200     5465.383    14106.129
    6022.827     1364.200     5465.383    14106.129
    6032.851     1365.600     5465.383    14106.129
    6042.875     1358.700     5465.383    14106.129
    6052.895     1364.900     5465.383    14106.129
    6062.923     1375.100     5465.383    14106.129
    6072.951     1057.100     6605.828    23294.625
    6082.975     1039.300     5465.348    14106.129
    6093.003     1358.200     5465.348    14106.129
    6103.031     1370.900     5465.348    14106.129
    6113.055     1371.500     5465.348    14106.129
    6123.079     1375.400     5465.348    14106.129
    6133.099     1367.400     5465.348    14106.129
    6143.119     1370.300     5465.348    14106.129
    6153.139     1369.700     5465.348    14106.129
    6163.163     1367.400     5465.348    14106.129
    6173.187     1352.100     5465.348    14106.129
    6183.207     1365.400     5465.348    14106.129
    6193.227     1365.700     5465.348    14106.129
    6203.255     1366.200     5465.348    14106.129
    6213.279     1375.000     5465.348    14106.129
    6223.303     1370.000     5465.348    14106.129
    6233.326     1249.000     5964.652    18543.188
    6243.351      845.600     5465.320    14106.129
    6253.375     1364.000     5465.320    14106.129
    6263.399     1372.700     5465.320    14106.129
    6273.423     1367.400     5465.320    14106.129
    6283.449     1370.100     5465.320    14106.129
    6293.475     1367.800     5465.320    14106.129
    6303.499     1370.900     5465.320    14106.129
    6313.523     1376.000     5465.320    14106.129
    6323.547     1369.100     5465.320    14106.129
    6333.567     1362.700     5465.320    14106.129
    6343.591     1368.600     5465.320    14106.129
    6353.615     1381.400     5465.320    14106.129
    6363.639     1373.100     5465.320    14106.129
    6373.663     1366.800     5465.320    14106.129
    6383.687     1367.500     5465.320    14106.129
    6393.707     1366.100     5428.820    14069.629
    6403.731      703.000     5465.328    14106.129
    6413.755     1362.600     5465.328    14106.129
    6423.779     1369.300     5465.328    14106.129
    6433.799     1374.100     5465.328    14106.129
    6443.821     1378.100     5465.328    14106.129
    6453.851     1363.600     5465.328    14106.129
    6463.874     1366.100     5465.328    14106.129
    6473.899     1365.100     5465.328    14106.129
    6483.923     1364.700     5465.328    14106.129
    6493.939     1366.400     5465.328    14106.129
    6503.962     1375.300     5465.328    14106.129
    6513.987     1365.100     5465.328    14106.129
    6524.011     1363.700     5465.328    14106.129
    6534.039     1364.500     5465.328    14106.129
    6544.069     1367.600     5465.328    14106.129
    6554.095     1361.000     5465.328    14106.129
    6564.120      745.500     5080.039    22269.734
